_id,date,site,parameter,index_value,description,health_advisory,health_effects
76093,1/22/2024,Liberty,PM25_640,73,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
76094,1/22/2024,Liberty,PM10_640,32,Good,,
76095,1/22/2024,North Braddock,PM10_640,31,Good,,
76096,1/22/2024,North Braddock,PM25_640,54,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
76097,1/22/2024,Lawrenceville 2,CO,8,Good,,
76098,1/22/2024,Harrison Township,NO2,22,Good,,
76099,1/22/2024,Parkway East,NO2,25,Good,,
76100,1/22/2024,Pittsburgh,PM10_640,32,Good,,
76101,1/22/2024,Pittsburgh,PM25_640,56,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
76102,1/22/2024,Parkway East,PM25_640,38,Good,,
76103,1/22/2024,Lawrenceville 2,SO2,3,Good,,
76104,1/22/2024,North Braddock,SO2,10,Good,,
76105,1/22/2024,Lawrenceville,OZONE,23,Good,,
76106,1/22/2024,Glassport High Street,PM10,39,Good,,
76107,1/22/2024,Avalon,PM25_640,46,Good,,
76108,1/22/2024,Liberty,SO2,23,Good,,
76109,1/22/2024,Clairton,PM25_640,43,Good,,
76110,1/23/2024,North Braddock,CO,9,Good,,
76111,1/23/2024,South Fayette,OZONE,28,Good,,
76112,1/23/2024,Glassport High Street,PM10,31,Good,,
76113,1/23/2024,North Braddock,PM10_640,31,Good,,
76114,1/23/2024,Lawrenceville 2,CO,8,Good,,
76115,1/23/2024,Lawrenceville,OZONE,6,Good,,
76116,1/23/2024,Liberty,PM10_640,31,Good,,
76117,1/23/2024,Avalon,PM25_640,33,Good,,
76118,1/23/2024,Liberty,PM25_640,50,Good,,
76119,1/23/2024,Liberty,SO2,21,Good,,
76120,1/23/2024,Parkway East,CO,8,Good,,
76121,1/23/2024,Harrison Township,NO2,31,Good,,
76122,1/23/2024,Pittsburgh,PM10_640,31,Good,,
76123,1/23/2024,Lawrenceville 2,SO2,4,Good,,
76124,1/23/2024,Parkway East,NO2,29,Good,,
76125,1/23/2024,Pittsburgh,NO2_500,38,Good,,
76126,1/23/2024,Harrison Township,OZONE,18,Good,,
76127,1/23/2024,North Braddock,PM25_640,48,Good,,
76128,1/23/2024,Parkway East,PM25_640,32,Good,,
76129,1/23/2024,North Braddock,SO2,9,Good,,
76130,1/23/2024,Clairton,PM25_640,32,Good,,
76131,1/23/2024,Pittsburgh,PM25_640,48,Good,,
76132,1/24/2024,Lawrenceville 2,CO,11,Good,,
76133,1/24/2024,Lawrenceville,OZONE,9,Good,,
76134,1/24/2024,Liberty,PM10_640,38,Good,,
76135,1/24/2024,North Braddock,CO,15,Good,,
76136,1/24/2024,Parkway East,CO,12,Good,,
76137,1/24/2024,Harrison Township,OZONE,14,Good,,
76138,1/24/2024,South Fayette,OZONE,23,Good,,
76139,1/24/2024,Glassport High Street,PM10,42,Good,,
76140,1/24/2024,North Braddock,PM10_640,49,Good,,
76141,1/24/2024,North Braddock,PM25_640,80,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
76142,1/24/2024,Liberty,SO2,31,Good,,
76143,1/24/2024,Harrison Township,NO2,25,Good,,
76144,1/24/2024,Parkway East,NO2,29,Good,,
76145,1/24/2024,Pittsburgh,NO2_500,29,Good,,
76146,1/24/2024,North Braddock,SO2,4,Good,,
76147,1/24/2024,Pittsburgh,PM10_640,30,Good,,
76148,1/24/2024,Avalon,PM25_640,54,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
76149,1/24/2024,Liberty,PM25_640,80,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
76150,1/24/2024,Parkway East,PM25_640,33,Good,,
76151,1/24/2024,Lawrenceville 2,SO2,3,Good,,
76152,1/24/2024,Clairton,PM25_640,70,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
76153,1/24/2024,Pittsburgh,PM25_640,60,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
76154,1/25/2024,Lawrenceville 2,CO,8,Good,,
76155,1/25/2024,Lawrenceville,OZONE,15,Good,,
76156,1/25/2024,Liberty,PM10_640,34,Good,,
76157,1/25/2024,North Braddock,PM10_640,49,Good,,
76158,1/25/2024,North Braddock,CO,13,Good,,
76159,1/25/2024,Parkway East,CO,7,Good,,
76160,1/25/2024,Harrison Township,OZONE,18,Good,,
76161,1/25/2024,South Fayette,OZONE,21,Good,,
76162,1/25/2024,Glassport High Street,PM10,33,Good,,
76163,1/25/2024,Avalon,PM25_640,23,Good,,
76164,1/25/2024,North Braddock,PM25_640,57,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
76165,1/25/2024,Liberty,SO2,4,Good,,
76166,1/25/2024,Pittsburgh,PM10_640,21,Good,,
76167,1/25/2024,Liberty,PM25_640,55,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
76168,1/25/2024,Parkway East,PM25_640,25,Good,,
76169,1/25/2024,Lawrenceville 2,SO2,3,Good,,
76170,1/25/2024,Harrison Township,NO2,19,Good,,
76171,1/25/2024,Parkway East,NO2,25,Good,,
76172,1/25/2024,Pittsburgh,NO2_500,24,Good,,
76173,1/25/2024,North Braddock,SO2,4,Good,,
76174,1/25/2024,Pittsburgh,PM25_640,35,Good,,
76175,1/25/2024,Clairton,PM25_640,16,Good,,
76198,1/26/2024,Pittsburgh,NO2_500,16,Good,,
76199,1/26/2024,Pittsburgh,PM10_640,14,Good,,
76200,1/26/2024,North Braddock,CO,9,Good,,
76201,1/26/2024,Parkway East,CO,7,Good,,
76202,1/26/2024,Harrison Township,OZONE,27,Good,,
76203,1/26/2024,Lawrenceville,OZONE,26,Good,,
76204,1/26/2024,South Fayette,OZONE,29,Good,,
76205,1/26/2024,Clairton,PM25_640,8,Good,,
76206,1/26/2024,North Braddock,PM25_640,25,Good,,
76207,1/26/2024,Parkway East,PM25_640,12,Good,,
76208,1/26/2024,Lawrenceville 2,SO2,3,Good,,
76209,1/27/2024,Lawrenceville 2,CO,4,Good,,
76210,1/27/2024,Parkway East,CO,7,Good,,
76211,1/27/2024,Parkway East,NO2,13,Good,,
76212,1/27/2024,Harrison Township,OZONE,13,Good,,
76213,1/27/2024,Lawrenceville,OZONE,10,Good,,
76214,1/27/2024,Glassport High Street,PM10,5,Good,,
76215,1/27/2024,Avalon,PM25_640,18,Good,,
76216,1/27/2024,Liberty,PM25_640,19,Good,,
76217,1/27/2024,North Braddock,SO2,0,Good,,
76218,1/28/2024,Pittsburgh,NO2_500,6,Good,,
76219,1/28/2024,Liberty,PM10_640,6,Good,,
76220,1/28/2024,Clairton,PM25_640,8,Good,,
76221,1/28/2024,Parkway East,PM25_640,10,Good,,
76222,1/26/2024,Glassport High Street,PM10,5,Good,,
76223,1/26/2024,Avalon,PM25_640,10,Good,,
76224,1/26/2024,Liberty,SO2,24,Good,,
76225,1/27/2024,Pittsburgh,NO2_500,14,Good,,
76226,1/27/2024,Liberty,PM10_640,6,Good,,
76227,1/27/2024,Clairton,PM25_640,17,Good,,
76228,1/27/2024,North Braddock,PM25_640,19,Good,,
76229,1/27/2024,Parkway East,PM25_640,20,Good,,
76230,1/27/2024,Lawrenceville 2,SO2,0,Good,,
76231,1/28/2024,Lawrenceville 2,CO,3,Good,,
76232,1/28/2024,Harrison Township,NO2,4,Good,,
76233,1/28/2024,Parkway East,NO2,7,Good,,
76234,1/28/2024,Harrison Township,OZONE,24,Good,,
76235,1/28/2024,Lawrenceville,OZONE,23,Good,,
76236,1/28/2024,Avalon,PM25_640,7,Good,,
76237,1/28/2024,Liberty,PM25_640,7,Good,,
76238,1/28/2024,North Braddock,SO2,0,Good,,
76239,1/26/2024,Lawrenceville 2,CO,6,Good,,
76240,1/26/2024,Liberty,PM10_640,20,Good,,
76241,1/26/2024,North Braddock,PM10_640,30,Good,,
76242,1/26/2024,Liberty,PM25_640,12,Good,,
76243,1/26/2024,Pittsburgh,PM25_640,13,Good,,
76244,1/27/2024,North Braddock,CO,4,Good,,
76245,1/27/2024,South Fayette,OZONE,12,Good,,
76246,1/27/2024,North Braddock,PM10_640,13,Good,,
76247,1/27/2024,Pittsburgh,PM10_640,8,Good,,
76248,1/27/2024,Pittsburgh,PM25_640,26,Good,,
76249,1/28/2024,North Braddock,CO,3,Good,,
76250,1/28/2024,Parkway East,CO,6,Good,,
76251,1/28/2024,South Fayette,OZONE,24,Good,,
76252,1/28/2024,North Braddock,PM10_640,6,Good,,
76253,1/28/2024,Pittsburgh,PM10_640,8,Good,,
76254,1/28/2024,North Braddock,PM25_640,7,Good,,
76255,1/28/2024,Pittsburgh,PM25_640,10,Good,,
76256,1/28/2024,Lawrenceville 2,SO2,0,Good,,
76257,1/26/2024,Harrison Township,NO2,12,Good,,
76258,1/26/2024,Parkway East,NO2,13,Good,,
76259,1/26/2024,North Braddock,SO2,1,Good,,
76260,1/27/2024,Harrison Township,NO2,11,Good,,
76261,1/27/2024,Liberty,SO2,0,Good,,
76262,1/28/2024,Glassport High Street,PM10,3,Good,,
76263,1/28/2024,Liberty,SO2,0,Good,,
76264,1/29/2024,North Braddock,CO,2,Good,,
76265,1/29/2024,Parkway East,CO,5,Good,,
76266,1/29/2024,Harrison Township,OZONE,24,Good,,
76267,1/29/2024,South Fayette,OZONE,24,Good,,
76268,1/29/2024,Pittsburgh,PM10_640,6,Good,,
76269,1/29/2024,North Braddock,PM25_640,15,Good,,
76270,1/29/2024,Parkway East,PM25_640,16,Good,,
76271,1/29/2024,Lawrenceville 2,SO2,0,Good,,
76272,1/29/2024,Pittsburgh,NO2_500,8,Good,,
76273,1/29/2024,Liberty,PM10_640,4,Good,,
76274,1/29/2024,North Braddock,PM10_640,5,Good,,
76275,1/29/2024,Glassport High Street,PM10,3,Good,,
76276,1/29/2024,Avalon,PM25_640,15,Good,,
76277,1/29/2024,Liberty,SO2,0,Good,,
76278,1/29/2024,Lawrenceville 2,CO,2,Good,,
76279,1/29/2024,Harrison Township,NO2,4,Good,,
76280,1/29/2024,Parkway East,NO2,10,Good,,
76281,1/29/2024,Lawrenceville,OZONE,23,Good,,
76282,1/29/2024,Liberty,PM25_640,15,Good,,
76283,1/29/2024,North Braddock,SO2,0,Good,,
76284,1/29/2024,Clairton,PM25_640,15,Good,,
76285,1/29/2024,Pittsburgh,PM25_640,21,Good,,
76286,1/30/2024,North Braddock,CO,6,Good,,
76287,1/30/2024,Parkway East,CO,4,Good,,
76288,1/30/2024,Harrison Township,OZONE,24,Good,,
76289,1/30/2024,South Fayette,OZONE,23,Good,,
76290,1/30/2024,Pittsburgh,PM10_640,11,Good,,
76291,1/30/2024,North Braddock,PM25_640,24,Good,,
76292,1/30/2024,Parkway East,PM25_640,19,Good,,
76293,1/30/2024,Lawrenceville 2,SO2,2,Good,,
76294,1/30/2024,Lawrenceville,OZONE,19,Good,,
76295,1/30/2024,Glassport High Street,PM10,5,Good,,
76296,1/30/2024,Avalon,PM25_640,24,Good,,
76297,1/30/2024,Liberty,SO2,1,Good,,
76298,1/30/2024,Lawrenceville 2,CO,4,Good,,
76299,1/30/2024,Harrison Township,NO2,17,Good,,
76300,1/30/2024,Parkway East,NO2,14,Good,,
76301,1/30/2024,Liberty,PM25_640,21,Good,,
76302,1/30/2024,North Braddock,SO2,1,Good,,
76303,1/30/2024,Pittsburgh,NO2_500,23,Good,,
76304,1/30/2024,Liberty,PM10_640,6,Good,,
76305,1/30/2024,North Braddock,PM10_640,10,Good,,
76306,1/30/2024,Pittsburgh,PM25_640,33,Good,,
76307,1/30/2024,Clairton,PM25_640,20,Good,,
76308,1/31/2024,South Fayette,OZONE,25,Good,,
76309,1/31/2024,North Braddock,PM10_640,13,Good,,
76310,1/31/2024,Liberty,SO2,1,Good,,
76311,1/31/2024,Lawrenceville,OZONE,22,Good,,
76312,1/31/2024,Glassport High Street,PM10,9,Good,,
76313,1/31/2024,Liberty,PM10_640,12,Good,,
76314,1/31/2024,Avalon,PM25_640,33,Good,,
76315,1/31/2024,Liberty,PM25_640,33,Good,,
76316,1/31/2024,Lawrenceville 2,CO,4,Good,,
76317,1/31/2024,Harrison Township,NO2,14,Good,,
76318,1/31/2024,Pittsburgh,PM10_640,17,Good,,
76319,1/31/2024,North Braddock,CO,6,Good,,
76320,1/31/2024,Parkway East,CO,8,Good,,
76321,1/31/2024,Parkway East,NO2,20,Good,,
76322,1/31/2024,Pittsburgh,NO2_500,18,Good,,
76323,1/31/2024,Harrison Township,OZONE,24,Good,,
76324,1/31/2024,North Braddock,PM25_640,33,Good,,
76325,1/31/2024,Parkway East,PM25_640,31,Good,,
76326,1/31/2024,Lawrenceville 2,SO2,1,Good,,
76327,1/31/2024,North Braddock,SO2,1,Good,,
76328,1/31/2024,Pittsburgh,PM25_640,47,Good,,
76329,1/31/2024,Clairton,PM25_640,30,Good,,
76330,2/1/2024,Harrison Township,NO2,8,Good,,
76331,2/1/2024,Parkway East,NO2,7,Good,,
76332,2/1/2024,Pittsburgh,NO2_500,9,Good,,
76333,2/1/2024,Harrison Township,OZONE,24,Good,,
76334,2/1/2024,North Braddock,PM25_640,30,Good,,
76335,2/1/2024,Parkway East,PM25_640,29,Good,,
76336,2/1/2024,North Braddock,SO2,3,Good,,
76337,2/1/2024,Lawrenceville 2,CO,2,Good,,
76338,2/1/2024,Lawrenceville,OZONE,22,Good,,
76339,2/1/2024,Liberty,PM10_640,11,Good,,
76340,2/1/2024,Avalon,PM25_640,31,Good,,
76341,2/1/2024,Liberty,PM25_640,29,Good,,
76342,2/1/2024,North Braddock,CO,2,Good,,
76343,2/1/2024,Parkway East,CO,4,Good,,
76344,2/1/2024,South Fayette,OZONE,26,Good,,
76345,2/1/2024,Glassport High Street,PM10,9,Good,,
76346,2/1/2024,North Braddock,PM10_640,12,Good,,
76347,2/1/2024,Liberty,SO2,7,Good,,
76348,2/1/2024,Pittsburgh,PM10_640,16,Good,,
76349,2/1/2024,Lawrenceville 2,SO2,1,Good,,
76350,2/1/2024,Clairton,PM25_640,26,Good,,
76351,2/1/2024,Pittsburgh,PM25_640,44,Good,,
76363,2/2/2024,Pittsburgh,PM10_640,14,Good,,
76364,2/2/2024,North Braddock,PM25_640,23,Good,,
76365,2/2/2024,Parkway East,PM25_640,23,Good,,
76366,2/2/2024,Lawrenceville 2,SO2,1,Good,,
76367,2/2/2024,North Braddock,CO,2,Good,,
76368,2/2/2024,Parkway East,CO,8,Good,,
76369,2/2/2024,Harrison Township,OZONE,19,Good,,
76370,2/2/2024,South Fayette,OZONE,18,Good,,
76371,2/2/2024,Glassport High Street,PM10,6,Good,,
76372,2/2/2024,Avalon,PM25_640,23,Good,,
76373,2/2/2024,Liberty,SO2,0,Good,,
76374,2/2/2024,Lawrenceville 2,CO,2,Good,,
76375,2/2/2024,Lawrenceville,OZONE,16,Good,,
76376,2/2/2024,Liberty,PM10_640,9,Good,,
76377,2/2/2024,North Braddock,PM10_640,11,Good,,
76378,2/2/2024,Liberty,PM25_640,21,Good,,
76379,2/2/2024,Harrison Township,NO2,5,Good,,
76380,2/2/2024,Parkway East,NO2,10,Good,,
76381,2/2/2024,Pittsburgh,NO2_500,12,Good,,
76382,2/2/2024,North Braddock,SO2,0,Good,,
76383,2/2/2024,Pittsburgh,PM25_640,33,Good,,
76384,2/2/2024,Clairton,PM25_640,22,Good,,
76396,2/3/2024,Pittsburgh,PM10_640,12,Good,,
76397,2/3/2024,North Braddock,PM25_640,27,Good,,
76398,2/3/2024,Parkway East,PM25_640,22,Good,,
76399,2/3/2024,Lawrenceville 2,SO2,1,Good,,
76400,2/3/2024,Lawrenceville 2,CO,5,Good,,
76401,2/3/2024,Liberty,PM10_640,18,Good,,
76402,2/3/2024,North Braddock,PM10_640,10,Good,,
76403,2/3/2024,Liberty,PM25_640,49,Good,,
76404,2/3/2024,Harrison Township,NO2,20,Good,,
76405,2/3/2024,Parkway East,NO2,26,Good,,
76406,2/3/2024,Pittsburgh,NO2_500,22,Good,,
76407,2/3/2024,North Braddock,SO2,1,Good,,
76408,2/3/2024,North Braddock,CO,12,Good,,
76409,2/3/2024,Parkway East,CO,13,Good,,
76410,2/3/2024,Harrison Township,OZONE,23,Good,,
76411,2/3/2024,Lawrenceville,OZONE,20,Good,,
76412,2/3/2024,South Fayette,OZONE,24,Good,,
76413,2/3/2024,Glassport High Street,PM10,8,Good,,
76414,2/3/2024,Avalon,PM25_640,21,Good,,
76415,2/3/2024,Liberty,SO2,33,Good,,
76416,2/3/2024,Pittsburgh,PM25_640,35,Good,,
76417,2/3/2024,Clairton,PM25_640,25,Good,,
76418,2/4/2024,Lawrenceville 2,CO,6,Good,,
76419,2/4/2024,South Fayette,OZONE,34,Good,,
76420,2/4/2024,Liberty,PM10_640,28,Good,,
76421,2/4/2024,North Braddock,PM10_640,18,Good,,
76422,2/4/2024,Pittsburgh,PM10_640,18,Good,,
76423,2/4/2024,North Braddock,CO,14,Good,,
76424,2/4/2024,Parkway East,CO,15,Good,,
76425,2/4/2024,Parkway East,NO2,27,Good,,
76426,2/4/2024,Harrison Township,OZONE,32,Good,,
76427,2/4/2024,Lawrenceville,OZONE,28,Good,,
76428,2/4/2024,Glassport High Street,PM10,16,Good,,
76429,2/4/2024,Avalon,PM25_640,28,Good,,
76430,2/4/2024,Liberty,PM25_640,48,Good,,
76431,2/4/2024,North Braddock,SO2,3,Good,,
76432,2/4/2024,Harrison Township,NO2,15,Good,,
76433,2/4/2024,Liberty,SO2,14,Good,,
76434,2/4/2024,Pittsburgh,NO2_500,27,Good,,
76435,2/4/2024,North Braddock,PM25_640,37,Good,,
76436,2/4/2024,Parkway East,PM25_640,26,Good,,
76437,2/4/2024,Lawrenceville 2,SO2,6,Good,,
76438,2/4/2024,Clairton,PM25_640,37,Good,,
76439,2/4/2024,Pittsburgh,PM25_640,45,Good,,
76462,2/5/2024,Pittsburgh,NO2_500,28,Good,,
76463,2/5/2024,Liberty,PM10_640,16,Good,,
76464,2/5/2024,North Braddock,PM25_640,23,Good,,
76465,2/5/2024,Parkway East,PM25_640,22,Good,,
76466,2/5/2024,Lawrenceville 2,CO,4,Good,,
76467,2/5/2024,Harrison Township,NO2,18,Good,,
76468,2/5/2024,Parkway East,NO2,15,Good,,
76469,2/5/2024,Harrison Township,OZONE,27,Good,,
76470,2/5/2024,Lawrenceville,OZONE,26,Good,,
76471,2/5/2024,Avalon,PM25_640,23,Good,,
76472,2/5/2024,Liberty,PM25_640,24,Good,,
76473,2/5/2024,North Braddock,SO2,4,Good,,
76474,2/5/2024,North Braddock,CO,3,Good,,
76475,2/5/2024,Parkway East,CO,8,Good,,
76476,2/5/2024,South Fayette,OZONE,29,Good,,
76477,2/5/2024,North Braddock,PM10_640,13,Good,,
76478,2/5/2024,Pittsburgh,PM10_640,15,Good,,
76479,2/5/2024,Pittsburgh,PM25_640,34,Good,,
76480,2/5/2024,Lawrenceville 2,SO2,1,Good,,
76481,2/5/2024,Glassport High Street,PM10,10,Good,,
76482,2/5/2024,Liberty,SO2,7,Good,,
76483,2/5/2024,Clairton,PM25_640,28,Good,,
76495,2/6/2024,North Braddock,CO,3,Good,,
76496,2/6/2024,Parkway East,CO,8,Good,,
76497,2/6/2024,Harrison Township,OZONE,39,Good,,
76498,2/6/2024,South Fayette,OZONE,37,Good,,
76499,2/6/2024,Pittsburgh,PM10_640,12,Good,,
76500,2/6/2024,North Braddock,PM25_640,20,Good,,
76501,2/6/2024,Parkway East,PM25_640,17,Good,,
76502,2/6/2024,Lawrenceville 2,SO2,4,Good,,
76503,2/6/2024,Pittsburgh,NO2_500,32,Good,,
76504,2/6/2024,Liberty,PM10_640,10,Good,,
76505,2/6/2024,North Braddock,PM10_640,10,Good,,
76506,2/6/2024,Lawrenceville 2,CO,4,Good,,
76507,2/6/2024,Harrison Township,NO2,22,Good,,
76508,2/6/2024,Parkway East,NO2,22,Good,,
76509,2/6/2024,Lawrenceville,OZONE,34,Good,,
76510,2/6/2024,Liberty,PM25_640,18,Good,,
76511,2/6/2024,North Braddock,SO2,6,Good,,
76512,2/6/2024,Glassport High Street,PM10,13,Good,,
76513,2/6/2024,Avalon,PM25_640,16,Good,,
76514,2/6/2024,Liberty,SO2,6,Good,,
76515,2/6/2024,Clairton,PM25_640,23,Good,,
76516,2/6/2024,Pittsburgh,PM25_640,28,Good,,
76528,2/7/2024,North Braddock,CO,8,Good,,
76529,2/7/2024,Parkway East,CO,9,Good,,
76530,2/7/2024,Harrison Township,OZONE,32,Good,,
76531,2/7/2024,South Fayette,OZONE,33,Good,,
76532,2/7/2024,Pittsburgh,PM10_640,20,Good,,
76533,2/7/2024,North Braddock,PM25_640,40,Good,,
76534,2/7/2024,Parkway East,PM25_640,21,Good,,
76535,2/7/2024,Lawrenceville 2,SO2,5,Good,,
76536,2/7/2024,Liberty,SO2,51,Moderate,,
76537,2/7/2024,Lawrenceville,OZONE,21,Good,,
76538,2/7/2024,Glassport High Street,PM10,22,Good,,
76539,2/7/2024,Avalon,PM25_640,28,Good,,
76540,2/7/2024,Pittsburgh,NO2_500,33,Good,,
76541,2/7/2024,Liberty,PM10_640,19,Good,,
76542,2/7/2024,North Braddock,PM10_640,29,Good,,
76543,2/7/2024,Lawrenceville 2,CO,6,Good,,
76544,2/7/2024,Harrison Township,NO2,21,Good,,
76545,2/7/2024,Parkway East,NO2,32,Good,,
76546,2/7/2024,Liberty,PM25_640,44,Good,,
76547,2/7/2024,North Braddock,SO2,13,Good,,
76548,2/7/2024,Pittsburgh,PM25_640,39,Good,,
76549,2/7/2024,Clairton,PM25_640,38,Good,,
76561,2/8/2024,North Braddock,CO,10,Good,,
76562,2/8/2024,Parkway East,CO,8,Good,,
76563,2/8/2024,Pittsburgh,NO2_500,32,Good,,
76564,2/8/2024,Harrison Township,OZONE,24,Good,,
76565,2/8/2024,Liberty,PM25_640,68,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
76566,2/8/2024,Parkway East,PM25_640,30,Good,,
76567,2/8/2024,Lawrenceville 2,SO2,6,Good,,
76568,2/8/2024,North Braddock,SO2,33,Good,,
76569,2/8/2024,Lawrenceville,OZONE,19,Good,,
76570,2/8/2024,Glassport High Street,PM10,39,Good,,
76571,2/8/2024,Avalon,PM25_640,41,Good,,
76572,2/8/2024,South Fayette,OZONE,36,Good,,
76573,2/8/2024,Liberty,PM10_640,40,Good,,
76574,2/8/2024,North Braddock,PM10_640,42,Good,,
76575,2/8/2024,North Braddock,PM25_640,57,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
76576,2/8/2024,Liberty,SO2,27,Good,,
76577,2/8/2024,Lawrenceville 2,CO,7,Good,,
76578,2/8/2024,Harrison Township,NO2,21,Good,,
76579,2/8/2024,Parkway East,NO2,25,Good,,
76580,2/8/2024,Pittsburgh,PM10_640,26,Good,,
76581,2/8/2024,Clairton,PM25_640,45,Good,,
76582,2/8/2024,Pittsburgh,PM25_640,52,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
76583,2/9/2024,North Braddock,CO,13,Good,,
76584,2/9/2024,Parkway East,CO,5,Good,,
76585,2/9/2024,South Fayette,OZONE,40,Good,,
76586,2/9/2024,Glassport High Street,PM10,38,Good,,
76587,2/9/2024,North Braddock,PM10_640,47,Good,,
76588,2/9/2024,North Braddock,PM25_640,51,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
76589,2/9/2024,Liberty,SO2,34,Good,,
76590,2/9/2024,Lawrenceville 2,CO,6,Good,,
76591,2/9/2024,Lawrenceville,OZONE,35,Good,,
76592,2/9/2024,Liberty,PM10_640,39,Good,,
76593,2/9/2024,Avalon,PM25_640,34,Good,,
76594,2/9/2024,Harrison Township,NO2,25,Good,,
76595,2/9/2024,Pittsburgh,PM10_640,27,Good,,
76596,2/9/2024,Lawrenceville 2,SO2,4,Good,,
76597,2/9/2024,Parkway East,NO2,19,Good,,
76598,2/9/2024,Pittsburgh,NO2_500,33,Good,,
76599,2/9/2024,Harrison Township,OZONE,37,Good,,
76600,2/9/2024,Liberty,PM25_640,54,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
76601,2/9/2024,Parkway East,PM25_640,32,Good,,
76602,2/9/2024,North Braddock,SO2,27,Good,,
